Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,377.084,389.601,12.517,,
JKAX12.1e_post,2022-10-30 23:25:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX12.1e_PorgesteroneKO_post_pup_bottom_right 29_01_2022 19_37_49 4.mp4,960.450,29.94,No focal subject,pup groom,,,STATE,378.472,389.224,10.752,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,388.090,408.851,20.761,,
JKAX7.3b_post,2022-10-30 23:28:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX7.3b_PorgesteroneKO_post_pup_top_right 29_01_2022 20_35_26 2.mp4,960.223,29.99,No focal subject,pup sniff,,,STATE,389.572,396.820,7.248,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,391.354,398.353,6.999,,
JKAX6.2e_post,2022-10-29 18:39:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2e_KOprogesterone_post_pup_top_left 20_12_2021 18_11_53 1.mp4,960.130,29.99,No focal subject,pup groom,,,STATE,392.102,402.353,10.251,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,394.372,414.471,20.099,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,395.577,398.578,3.001,,
JKAX12.1e_post,2022-10-30 23:25:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX12.1e_PorgesteroneKO_post_pup_bottom_right 29_01_2022 19_37_49 4.mp4,960.450,29.94,No focal subject,nest building,,,STATE,396.292,397.792,1.500,,
JKAX7.3b_post,2022-10-30 23:28:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX7.3b_PorgesteroneKO_post_pup_top_right 29_01_2022 20_35_26 2.mp4,960.223,29.99,No focal subject,pup groom,,,STATE,396.820,530.571,133.751,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,399.326,401.827,2.501,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,399.602,405.351,5.749,,
JKAX12.1e_post,2022-10-30 23:25:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX12.1e_PorgesteroneKO_post_pup_bottom_right 29_01_2022 19_37_49 4.mp4,960.450,29.94,No focal subject,nest building,,,STATE,399.791,404.541,4.750,,
JKAX6.2e_post,2022-10-29 18:39:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2e_KOprogesterone_post_pup_top_left 20_12_2021 18_11_53 1.mp4,960.130,29.99,No focal subject,pup groom,,,STATE,404.105,406.354,2.249,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,407.352,411.860,4.508,,
JKAX6.2g_post,2022-10-30 23:27:19,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2g_KOprogesterone_post_pup_bottom_left 20_12_2021 18_11_53 3.mp4,960.560,29.97,No focal subject,pup sniff,,,STATE,408.568,409.982,1.414,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,408.578,412.578,4.000,,
JKAX12.1e_post,2022-10-30 23:25:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX12.1e_PorgesteroneKO_post_pup_bottom_right 29_01_2022 19_37_49 4.mp4,960.450,29.94,No focal subject,nest building,,,STATE,410.799,419.291,8.492,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup sniff,,,STATE,412.111,418.610,6.499,,
JKAX6.2g_post,2022-10-30 23:27:19,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2g_KOprogesterone_post_pup_bottom_left 20_12_2021 18_11_53 3.mp4,960.560,29.97,No focal subject,nest time,,,STATE,412.232,508.483,96.251,,
JKAX6.2e_post,2022-10-29 18:39:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2e_KOprogesterone_post_pup_top_left 20_12_2021 18_11_53 1.mp4,960.130,29.99,No focal subject,pup groom,,,STATE,414.103,431.105,17.002,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,415.620,463.871,48.251,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,416.844,470.852,54.008,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,418.610,420.360,1.750,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,421.078,428.078,7.000,,
JKAX12.1e_post,2022-10-30 23:25:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX12.1e_PorgesteroneKO_post_pup_bottom_right 29_01_2022 19_37_49 4.mp4,960.450,29.94,No focal subject,nest building,,,STATE,422.553,429.054,6.501,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,423.859,443.860,20.001,,
JKAX6.2e_post,2022-10-29 18:39:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2e_KOprogesterone_post_pup_top_left 20_12_2021 18_11_53 1.mp4,960.130,29.99,No focal subject,pup groom,,,STATE,431.353,432.603,1.250,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,433.328,435.578,2.250,,
JKAX6.2e_post,2022-10-29 18:39:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2e_KOprogesterone_post_pup_top_left 20_12_2021 18_11_53 1.mp4,960.130,29.99,No focal subject,pup groom,,,STATE,433.356,449.352,15.996,,
JKAX12.1e_post,2022-10-30 23:25:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX12.1e_PorgesteroneKO_post_pup_bottom_right 29_01_2022 19_37_49 4.mp4,960.450,29.94,No focal subject,pup groom,,,STATE,435.055,437.305,2.250,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,437.326,440.579,3.253,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,441.828,460.579,18.751,,
JKAX6.2e_post,2022-10-29 18:39:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2e_KOprogesterone_post_pup_top_left 20_12_2021 18_11_53 1.mp4,960.130,29.99,No focal subject,pup groom,,,STATE,451.352,454.603,3.251,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup sniff,,,STATE,463.191,464.609,1.418,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,463.577,496.578,33.001,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,464.609,466.860,2.251,,
JKAX6.2e_post,2022-10-29 18:39:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2e_KOprogesterone_post_pup_top_left 20_12_2021 18_11_53 1.mp4,960.130,29.99,No focal subject,pup groom,,,STATE,464.851,488.356,23.505,,
JKAX12.1e_post,2022-10-30 23:25:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX12.1e_PorgesteroneKO_post_pup_bottom_right 29_01_2022 19_37_49 4.mp4,960.450,29.94,No focal subject,pup groom,,,STATE,465.810,475.054,9.244,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,475.090,536.090,61.000,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,477.870,488.372,10.502,,
JKAX12.1e_post,2022-10-30 23:25:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX12.1e_PorgesteroneKO_post_pup_bottom_right 29_01_2022 19_37_49 4.mp4,960.450,29.94,No focal subject,pup groom,,,STATE,481.055,490.084,9.029,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,484.859,500.358,15.499,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,490.122,505.371,15.249,,
JKAX6.2g_post,2022-10-30 23:27:19,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2g_KOprogesterone_post_pup_bottom_left 20_12_2021 18_11_53 3.mp4,960.560,29.97,No focal subject,nest building,,,STATE,490.982,518.483,27.501,,
JKAX12.1e_post,2022-10-30 23:25:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX12.1e_PorgesteroneKO_post_pup_bottom_right 29_01_2022 19_37_49 4.mp4,960.450,29.94,No focal subject,nest building,,,STATE,494.805,537.055,42.250,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,498.579,521.395,22.816,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,503.110,506.609,3.499,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,511.371,583.624,72.253,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup sniff,,,STATE,511.859,514.109,2.250,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,514.109,569.610,55.501,,
JKAX6.2g_post,2022-10-30 23:27:19,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2g_KOprogesterone_post_pup_bottom_left 20_12_2021 18_11_53 3.mp4,960.560,29.97,No focal subject,nest time,,,STATE,523.982,606.232,82.250,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,524.895,565.147,40.252,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,540.589,552.341,11.752,,
JKAX7.3b_post,2022-10-30 23:28:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX7.3b_PorgesteroneKO_post_pup_top_right 29_01_2022 20_35_26 2.mp4,960.223,29.99,No focal subject,pup groom,,,STATE,549.321,607.072,57.751,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,553.589,564.589,11.000,,
JKAX12.1e_post,2022-10-30 23:25:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX12.1e_PorgesteroneKO_post_pup_bottom_right 29_01_2022 19_37_49 4.mp4,960.450,29.94,No focal subject,nest time,,,STATE,564.008,960.450,396.442,,
JKAX6.2g_post,2022-10-30 23:27:19,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2g_KOprogesterone_post_pup_bottom_left 20_12_2021 18_11_53 3.mp4,960.560,29.97,No focal subject,nest building,,,STATE,569.483,641.742,72.259,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,572.646,640.664,68.018,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,574.590,595.089,20.499,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup sniff,,,STATE,582.109,584.360,2.251,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,crouching,,,STATE,584.267,617.424,33.157,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,584.360,600.610,16.250,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,597.840,599.092,1.252,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,602.859,619.361,16.502,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,604.371,609.923,5.552,,
JKAX7.3b_post,2022-10-30 23:28:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX7.3b_PorgesteroneKO_post_pup_top_right 29_01_2022 20_35_26 2.mp4,960.223,29.99,No focal subject,pup groom,,,STATE,612.075,640.581,28.506,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,612.592,616.431,3.839,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,617.681,646.439,28.758,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup sniff,,,STATE,622.613,624.610,1.997,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,624.610,636.360,11.750,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,637.615,659.116,21.501,,
JKAX7.3b_post,2022-10-30 23:28:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX7.3b_PorgesteroneKO_post_pup_top_right 29_01_2022 20_35_26 2.mp4,960.223,29.99,No focal subject,pup groom,,,STATE,642.072,656.323,14.251,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,647.182,652.431,5.249,,
JKAX6.2g_post,2022-10-30 23:27:19,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2g_KOprogesterone_post_pup_bottom_left 20_12_2021 18_11_53 3.mp4,960.560,29.97,No focal subject,nest time,,,STATE,649.741,671.989,22.248,,
JKAX6.2g_post,2022-10-30 23:27:19,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2g_KOprogesterone_post_pup_bottom_left 20_12_2021 18_11_53 3.mp4,960.560,29.97,No focal subject,nest building,,,STATE,653.233,681.489,28.256,,
JKAX7.3b_post,2022-10-30 23:28:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX7.3b_PorgesteroneKO_post_pup_top_right 29_01_2022 20_35_26 2.mp4,960.223,29.99,No focal subject,pup groom,,,STATE,658.571,751.235,92.664,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup sniff,,,STATE,658.672,665.171,6.499,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,660.610,668.455,7.845,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,665.171,675.173,10.002,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,672.895,681.647,8.752,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,682.395,686.395,4.000,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup sniff,,,STATE,683.706,684.706,1.000,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,684.706,694.300,9.594,,
