,Name,total_area
489,"Visceral area, layer 5",4905924.33
490,"Visceral area, layer 6a",3784959.81
491,"Visceral area, layer 6b",363909.78
492,Visual areas,19264145.7
493,Xiphoid thalamic nucleus,735859.1
494,Zona incerta,15170299.4
495,alveus,8363268.5
496,amygdalar capsule,1284363.5
497,"anterior commissure, olfactory limb",2174373.4
498,"anterior commissure, temporal limb",1612471.3699999999
499,auditory radiation,3014383.8
500,brachium of the superior colliculus,1091855.7
501,cerebal peduncle,3580700.7
502,cerebral aqueduct,14137.26
503,cerebral nuclei related,868890.5
504,cerebrum related,39656485.8
505,cervicothalamic tract,1471651.7
506,choroid plexus,5654395.7
507,cingulum bundle,8307589.8
508,columns of the fornix,2169549.9
509,commissural branch of stria terminalis,231915.22
510,corpus callosum,45949411.1
511,"corpus callosum, anterior forceps",4475653.0
512,"corpus callosum, body",23238310.1
513,"corpus callosum, extreme capsule",725670.2
514,"corpus callosum, posterior forceps",5692152.8
515,"corpus callosum, splenium",5753273.26
516,corticospinal tract,18189998.8
517,cranial nerves,15183912.1
518,dorsal fornix,236680.13
519,dorsal hippocampal commissure,3495831.1
520,dorsal roots,1471651.7
521,epithalamus related,4013293.1
522,external capsule,3864612.3
523,external medullary lamina of the thalamus,813288.0
524,extrapyramidal fiber systems,868890.5
525,fasciculus retroflexus,1414099.09
526,fiber tracts,160591168.8
527,fimbria,10957601.7
528,fornix system,25840274.1
529,genu of corpus callosum,6032232.09
530,habenular commissure,339135.0
531,hippocampal commissures,4058079.8
532,hypothalamus related,6233024.52
533,internal capsule,14609297.6
534,lateral forebrain bundle system,79987415.9
535,"lateral olfactory tract, body",1850289.101
536,"lateral olfactory tract, general",1850289.101
537,lateral ventricle,22956595.16
538,mCher,2234294866.3
539,mammillary peduncle,93985.8
540,mammillary related,1581023.69
541,mammillotegmental tract,131616.8
542,mammillothalamic tract,1053007.49
543,medial corticohypothalamic tract,55099.3
544,medial forebrain bundle,448883.92
545,medial forebrain bundle system,45889510.1
546,medial lemniscus,1471651.7
547,nigrostriatal tract,868890.5
548,oculomotor nerve,440895.4
549,olfactory nerve,4024662.101
550,optic chiasm,2631996.3
551,optic nerve,9246701.6
552,optic radiation,10945591.7
553,optic tract,5055420.9
554,postcommissural fornix,2224649.2
555,posterior commissure,440895.4
556,posteromedial visual area,3546703.0
557,"posteromedial visual area, layer 1",591719.7
558,"posteromedial visual area, layer 2/3",920315.6
559,"posteromedial visual area, layer 4",341120.0
560,"posteromedial visual area, layer 5",966034.8999999999
561,"posteromedial visual area, layer 6a",608711.4
562,"posteromedial visual area, layer 6b",118802.0
563,principal mammillary tract,302413.8
564,root,1759705055.8
565,stria medullaris,2260060.0
566,stria terminalis,2611784.9
567,subependymal zone,963709.86
568,supra-callosal cerebral white matter,6593958.9
569,supraoptic commissures,189824.3
570,thalamus related,14773263.3
571,third ventricle,7437568.0
572,ventral hippocampal commissure,562248.7
573,ventricular systems,30408748.72
