,Name,total_area
483,"Visceral area, layer 1",5087201.07
484,"Visceral area, layer 2/3",8203504.1
485,"Visceral area, layer 4",2724000.3
486,"Visceral area, layer 5",10723842.0
487,"Visceral area, layer 6a",8094743.68
488,"Visceral area, layer 6b",790359.78
489,Visual areas,52898356.76
490,Xiphoid thalamic nucleus,1354879.8
491,Zona incerta,28383397.54
492,alveus,16880591.7
493,amygdalar capsule,2491024.1
494,"anterior commissure, olfactory limb",4659529.2
495,"anterior commissure, temporal limb",3292175.3000000003
496,auditory radiation,5808371.7
497,brachium of the superior colliculus,2335463.2
498,c-fos positive,2039362860.2
499,cerebal peduncle,6254445.4
500,cerebral aqueduct,42891.9
501,cerebral nuclei related,1716815.89
502,cerebrum related,82387315.3
503,cervicothalamic tract,2656707.7
504,choroid plexus,11955183.1
505,cingulum bundle,17270683.0
506,columns of the fornix,4566769.4
507,commissural branch of stria terminalis,527222.0
508,corpus callosum,97310077.2
509,"corpus callosum, anterior forceps",10557636.3
510,"corpus callosum, body",47927313.0
511,"corpus callosum, extreme capsule",1417936.7
512,"corpus callosum, posterior forceps",12744470.2
513,"corpus callosum, splenium",11484200.92
514,corticospinal tract,38937456.4
515,cranial nerves,32794412.5
516,dorsal fornix,564084.75
517,dorsal hippocampal commissure,7514005.6
518,dorsal roots,2656707.7
519,epithalamus related,7987802.3
520,external capsule,8369676.4
521,external medullary lamina of the thalamus,1706986.4
522,extrapyramidal fiber systems,1716815.89
523,fasciculus retroflexus,2657129.02
524,fiber tracts,334059017.4
525,fimbria,23527266.2
526,fornix system,54118130.1
527,genu of corpus callosum,13178568.530000001
528,habenular commissure,823459.1
529,hippocampal commissures,8439129.2
530,hypothalamus related,11881709.77
531,internal capsule,32683011.0
532,lateral forebrain bundle system,166132248.8
533,"lateral olfactory tract, body",4347966.358
534,"lateral olfactory tract, general",4347966.358
535,lateral ventricle,47574912.1
536,mammillary peduncle,147988.8
537,mammillary related,2819280.17
538,mammillotegmental tract,221805.7
539,mammillothalamic tract,1962874.57
540,medial corticohypothalamic tract,140286.6
