,experiment_day,sex,Gal_positive,state,estrous_stage,ID_mouse,Genotype,Behaviour_6hFD,aggressive,Cm(pF),Adaptive,I_zero,I_zero_reclassified,60mV,Firing_freq_(Hz)_I0,Instant_freq_(Hz),isi_(ms),cat_categ,CaT,Ih,Ih_at_-120mV,AP_ampl,AP_halfwidth,AP_time_to_peak,area(mV_ms),rheobase_at_-60mV_(pA),AHP_(mV),Vm,Input_Resistance,sPSC_frequency,sPSC_Amplitude(pA),sPSCs_Rise time,sPSCs (decay),AC-I0,AC_-60,Comments,estrous_confirmation
373,S1C6 17062025,F,Unknown,pan-MPOA-virgin-AgrpKD,P,JKAJ38.3c,,agrpkd,yes,,no,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,4.21,0.0,0.0,0.0,0.0,14.0,0.0,-54.57846818,821.9180487,,,,,bad synaptic/cell tend to close ,,,
374,S1C7 17062025,F,Unknown,pan-MPOA-virgin-AgrpKD,P,JKAJ38.3c,,agrpkd,yes,,,silent,silent,silent,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,-55.10757679,,0.199501247,6.0,0.7,12.5,no i/v curve no IR no rheobase no ramp ,,,
375,S1C8 17062025,F,Unknown,pan-MPOA-virgin-AgrpKD,P,JKAJ38.3c,,agrpkd,yes,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,3.2,0.0,0.0,0.0,0.0,6.0,0.0,-64.53639303,1184.042637,,,,,bad synaptic ,,,
376,S1C9 17062025,F,Unknown,pan-MPOA-virgin-AgrpKD,P,JKAJ38.3c,,agrpkd,yes,,yes,phasic,phasic,silent,1.01,1.3,985.0,no,0.0,no,0.0,62.6,,2.7,341.0,7.0,-41.5,-47.97538443,1347.021222,1.459877521,13.3,1.3,20.0,no halfwidth given by the software ,,,
377,S1C1 23062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ42.2g,,agrpkd,yes,,,phasic,phasic,silent,1.64,2.12,,,,,,54.9,4.8,2.4,237.7,,-47.5,-43.7590605,,1.073380591,6.9,1.2,14.9,only I0,,,
378,S1C2 23062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ42.2g,,agrpkd,yes,,yes,tonic,tonic,silent,0.13,0.9,7754.7,no,0.0,yes,17.43,97.6,2.6,1.7,262.6,7.0,-56.8,-48.49429973,1042.266077,0.164670659,7.3,2.5,12.3,,,,
379,S1C3 23062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ42.2g,,agrpkd,yes,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,5.83,0.0,0.0,0.0,0.0,20.0,0.0,-60.90555779,691.9813231,1.340226911,13.24,1.0,9.9,,,,
380,S1C4 23062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ42.2g,,agrpkd,yes,,,phasic,phasic,,0.4,47.91,2477.0,,,,,90.26,2.8,1.7,286.0,,-48.2,-62.39415963,,1.35,6.8,1.0,13.2,Only synaptic and I0.Beautiful phasic ,,,
381,S1C5 23062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ42.2g,,agrpkd,yes,,no,phasic,phasic,silent,0.43,1.53,2309.3,no,0.0,yes,1.65,96.43,1.8,1.6,196.7,4.0,-55.1,-54.70701445,824.1516424,0.223300971,9.2,1.4,1.6,,,,
382,S1C6 23062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ42.2g,,agrpkd,yes,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,2.29,0.0,0.0,0.0,0.0,28.0,0.0,-64.78795363,851.7922448,,,,,synaptic bad ,,,
383,S1C7 23062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ42.2g,,agrpkd,yes,,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,8.64,0.0,0.0,0.0,0.0,12.0,0.0,-58.04572232,1063.006127,,,,,synaptic bad ,,,
384,S1C8 23062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ42.2g,,agrpkd,yes,,,silent,silent,silent,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,-70.51307586,,,,,,Synaptic bad. Not sure cell opened??I0 very hyperoplarized!!!,,,
385,S1C9 23062025,F,Unknown,pan-MPOA-virgin-AgrpKD,E,JKAJ42.2g,,agrpkd,yes,,yes,phasic,phasic,silent,0.33,0.7,3011.0,no,0.0,yes,4.5,53.0,7.92,5.0,522.5,12.0,-36.0,-37.45044252,1322.942809,1.44440407,7.8,1.8,15.915,,,,
386,S1C3 23102020,F,yes,virgin,M,JKAM16.1e,Gal-cre KI87; Rosa26 Tomato (Ai9),Pre,,37.1011,yes,silent,silent,silent,0.0,0.0,0.0,no,0.0,yes,5.8,0.0,0.0,0.0,0.0,18.0,0.0,-46.14165803,712.777,2.818518519,19.039,,,0,0.0,,
387,S2C1 24102020,F,yes,virgin,D,JAKM16.1f,Gal-cre KI87; Rosa26 Tomato (Ai9),Pre,,31.1198,yes,tonic,tonic,silent,0.93,1.47,1067.0,no,0.0,yes,9.19,103.37,2.52,23.86,996.0,10.0,-57.68,-43.40829712,1038.716,0.48,16.292,,,0,0.0,,
388,S1C1 01012020,F,yes,virgin,E,JKAM3.4g,Gal-cre KI87; Rosa26 Tomato (Ai9),Pre,,20.9686,yes,tonic,tonic,silent,0.06,0.17,17065.0,no,0.0,no,6.26,90.7,3.26,2.3,301.3,12.0,-50.7,-41.1968,1064.107706,,,,,0,0.0,,
389,S1C1 29012020,F,yes,virgin,P,JKAM2.4f,Gal-cre KI87; Rosa26 Tomato (Ai9),Pre,,23.7062,yes,tonic,tonic,silent,2.37,2.6,420.0,no,0.0,yes,15.96,62.0,9.09,2.99,625.0,4.0,-43.3,-37.04,1223.790157,,,,,0,0.0,,
390,S1C2 28102020,F,yes,virgin,M,JAKM16.1h,Gal-cre KI87; Rosa26 Tomato (Ai9),Pre,,22.7124,,phasic,phasic,silent,1.3,1.75,764.0,no,0.0,no,0.0,91.9,2.79,2.29,291.0,20.0,-49.91,-45.0783924,551.9427515,0.355263158,16.857,,,0.053,0.0,,
