,BrainRegion,Class,Num_cells,id,channel
8688,principal mammillary tract,negative,2,BRAC5872.1c,cfos
8689,principal mammillary tract,positive,104,BRAC5872.1c,cfos
8690,root,negative,166,BRAC5872.1c,cfos
8691,root,positive,2765,BRAC5872.1c,cfos
8692,stria medullaris,negative,0,BRAC5872.1c,cfos
8693,stria medullaris,positive,1331,BRAC5872.1c,cfos
8694,stria terminalis,negative,6,BRAC5872.1c,cfos
8695,stria terminalis,positive,579,BRAC5872.1c,cfos
8696,subependymal zone,negative,27,BRAC5872.1c,cfos
8697,subependymal zone,positive,87,BRAC5872.1c,cfos
8698,supra-callosal cerebral white matter,negative,17,BRAC5872.1c,cfos
8699,supra-callosal cerebral white matter,positive,1736,BRAC5872.1c,cfos
8700,supraoptic commissures,negative,0,BRAC5872.1c,cfos
8701,supraoptic commissures,positive,23,BRAC5872.1c,cfos
8702,third ventricle,negative,106,BRAC5872.1c,cfos
8703,third ventricle,positive,1770,BRAC5872.1c,cfos
8704,ventral hippocampal commissure,negative,1,BRAC5872.1c,cfos
8705,ventral hippocampal commissure,positive,166,BRAC5872.1c,cfos
8706,Accessory supraoptic group,negative,1,BRAC5603.3f,cfos
8707,Accessory supraoptic group,positive,41,BRAC5603.3f,cfos
8708,"Agranular insular area, dorsal part, layer 1",negative,3,BRAC5603.3f,cfos
8709,"Agranular insular area, dorsal part, layer 1",positive,63,BRAC5603.3f,cfos
8710,"Agranular insular area, dorsal part, layer 2/3",negative,7,BRAC5603.3f,cfos
8711,"Agranular insular area, dorsal part, layer 2/3",positive,688,BRAC5603.3f,cfos
8712,"Agranular insular area, dorsal part, layer 5",negative,10,BRAC5603.3f,cfos
8713,"Agranular insular area, dorsal part, layer 5",positive,1475,BRAC5603.3f,cfos
8714,"Agranular insular area, dorsal part, layer 6a",negative,55,BRAC5603.3f,cfos
8715,"Agranular insular area, dorsal part, layer 6a",positive,1232,BRAC5603.3f,cfos
8716,"Agranular insular area, dorsal part, layer 6b",negative,8,BRAC5603.3f,cfos
8717,"Agranular insular area, dorsal part, layer 6b",positive,90,BRAC5603.3f,cfos
8718,"Agranular insular area, posterior part, layer 1",negative,15,BRAC5603.3f,cfos
8719,"Agranular insular area, posterior part, layer 1",positive,921,BRAC5603.3f,cfos
8720,"Agranular insular area, posterior part, layer 2/3",negative,29,BRAC5603.3f,cfos
8721,"Agranular insular area, posterior part, layer 2/3",positive,2831,BRAC5603.3f,cfos
8722,"Agranular insular area, posterior part, layer 5",negative,28,BRAC5603.3f,cfos
8723,"Agranular insular area, posterior part, layer 5",positive,2330,BRAC5603.3f,cfos
8724,"Agranular insular area, posterior part, layer 6a",negative,32,BRAC5603.3f,cfos
8725,"Agranular insular area, posterior part, layer 6a",positive,1549,BRAC5603.3f,cfos
8726,"Agranular insular area, posterior part, layer 6b",negative,1,BRAC5603.3f,cfos
8727,"Agranular insular area, posterior part, layer 6b",positive,100,BRAC5603.3f,cfos
8728,"Agranular insular area, ventral part, layer 1",negative,0,BRAC5603.3f,cfos
8729,"Agranular insular area, ventral part, layer 1",positive,62,BRAC5603.3f,cfos
8730,"Agranular insular area, ventral part, layer 2/3",negative,6,BRAC5603.3f,cfos
8731,"Agranular insular area, ventral part, layer 2/3",positive,849,BRAC5603.3f,cfos
8732,"Agranular insular area, ventral part, layer 5",negative,7,BRAC5603.3f,cfos
8733,"Agranular insular area, ventral part, layer 5",positive,929,BRAC5603.3f,cfos
8734,"Agranular insular area, ventral part, layer 6a",negative,8,BRAC5603.3f,cfos
8735,"Agranular insular area, ventral part, layer 6a",positive,582,BRAC5603.3f,cfos
8736,Anterior amygdalar area,negative,12,BRAC5603.3f,cfos
8737,Anterior amygdalar area,positive,1779,BRAC5603.3f,cfos
8738,"Anterior area, layer 1",negative,6,BRAC5603.3f,cfos
8739,"Anterior area, layer 1",positive,1554,BRAC5603.3f,cfos
8740,"Anterior area, layer 2/3",negative,1,BRAC5603.3f,cfos
8741,"Anterior area, layer 2/3",positive,6617,BRAC5603.3f,cfos
8742,"Anterior area, layer 4",negative,0,BRAC5603.3f,cfos
8743,"Anterior area, layer 4",positive,2603,BRAC5603.3f,cfos
8744,"Anterior area, layer 5",negative,1,BRAC5603.3f,cfos
8745,"Anterior area, layer 5",positive,4175,BRAC5603.3f,cfos
8746,"Anterior area, layer 6a",negative,17,BRAC5603.3f,cfos
8747,"Anterior area, layer 6a",positive,2211,BRAC5603.3f,cfos
8748,"Anterior area, layer 6b",negative,5,BRAC5603.3f,cfos
8749,"Anterior area, layer 6b",positive,373,BRAC5603.3f,cfos
8750,"Anterior cingulate area, dorsal part, layer 1",negative,45,BRAC5603.3f,cfos
8751,"Anterior cingulate area, dorsal part, layer 1",positive,1198,BRAC5603.3f,cfos
8752,"Anterior cingulate area, dorsal part, layer 2/3",negative,22,BRAC5603.3f,cfos
8753,"Anterior cingulate area, dorsal part, layer 2/3",positive,3327,BRAC5603.3f,cfos
8754,"Anterior cingulate area, dorsal part, layer 5",negative,23,BRAC5603.3f,cfos
8755,"Anterior cingulate area, dorsal part, layer 5",positive,6496,BRAC5603.3f,cfos
8756,"Anterior cingulate area, dorsal part, layer 6a",negative,24,BRAC5603.3f,cfos
8757,"Anterior cingulate area, dorsal part, layer 6a",positive,4143,BRAC5603.3f,cfos
8758,"Anterior cingulate area, dorsal part, layer 6b",negative,0,BRAC5603.3f,cfos
8759,"Anterior cingulate area, dorsal part, layer 6b",positive,130,BRAC5603.3f,cfos
8760,"Anterior cingulate area, ventral part, 6a",negative,42,BRAC5603.3f,cfos
8761,"Anterior cingulate area, ventral part, 6a",positive,2040,BRAC5603.3f,cfos
8762,"Anterior cingulate area, ventral part, 6b",negative,5,BRAC5603.3f,cfos
8763,"Anterior cingulate area, ventral part, 6b",positive,299,BRAC5603.3f,cfos
8764,"Anterior cingulate area, ventral part, layer 1",negative,26,BRAC5603.3f,cfos
8765,"Anterior cingulate area, ventral part, layer 1",positive,1350,BRAC5603.3f,cfos
8766,"Anterior cingulate area, ventral part, layer 2/3",negative,11,BRAC5603.3f,cfos
8767,"Anterior cingulate area, ventral part, layer 2/3",positive,4222,BRAC5603.3f,cfos
8768,"Anterior cingulate area, ventral part, layer 5",negative,36,BRAC5603.3f,cfos
8769,"Anterior cingulate area, ventral part, layer 5",positive,7016,BRAC5603.3f,cfos
8770,Anterior hypothalamic nucleus,negative,93,BRAC5603.3f,cfos
8771,Anterior hypothalamic nucleus,positive,2782,BRAC5603.3f,cfos
8772,Anterior pretectal nucleus,negative,15,BRAC5603.3f,cfos
8773,Anterior pretectal nucleus,positive,4254,BRAC5603.3f,cfos
8774,Anterodorsal nucleus,negative,6,BRAC5603.3f,cfos
8775,Anterodorsal nucleus,positive,852,BRAC5603.3f,cfos
8776,Anterodorsal preoptic nucleus,negative,2,BRAC5603.3f,cfos
8777,Anterodorsal preoptic nucleus,positive,657,BRAC5603.3f,cfos
8778,"Anterolateral visual area, layer 1",negative,0,BRAC5603.3f,cfos
8779,"Anterolateral visual area, layer 1",positive,57,BRAC5603.3f,cfos
8780,"Anterolateral visual area, layer 2/3",negative,1,BRAC5603.3f,cfos
8781,"Anterolateral visual area, layer 2/3",positive,415,BRAC5603.3f,cfos
8782,"Anterolateral visual area, layer 4",negative,0,BRAC5603.3f,cfos
8783,"Anterolateral visual area, layer 4",positive,248,BRAC5603.3f,cfos
8784,"Anterolateral visual area, layer 5",negative,0,BRAC5603.3f,cfos
8785,"Anterolateral visual area, layer 5",positive,537,BRAC5603.3f,cfos
8786,"Anterolateral visual area, layer 6a",negative,0,BRAC5603.3f,cfos
8787,"Anterolateral visual area, layer 6a",positive,219,BRAC5603.3f,cfos
8788,"Anterolateral visual area, layer 6b",negative,0,BRAC5603.3f,cfos
8789,"Anterolateral visual area, layer 6b",positive,41,BRAC5603.3f,cfos
8790,"Anteromedial nucleus, dorsal part",negative,1,BRAC5603.3f,cfos
8791,"Anteromedial nucleus, dorsal part",positive,1578,BRAC5603.3f,cfos
8792,"Anteromedial nucleus, ventral part",negative,0,BRAC5603.3f,cfos
8793,"Anteromedial nucleus, ventral part",positive,740,BRAC5603.3f,cfos
8794,"Anteromedial visual area, layer 1",negative,1,BRAC5603.3f,cfos
8795,"Anteromedial visual area, layer 1",positive,607,BRAC5603.3f,cfos
8796,"Anteromedial visual area, layer 2/3",negative,0,BRAC5603.3f,cfos
8797,"Anteromedial visual area, layer 2/3",positive,1988,BRAC5603.3f,cfos
8798,"Anteromedial visual area, layer 4",negative,0,BRAC5603.3f,cfos
8799,"Anteromedial visual area, layer 4",positive,554,BRAC5603.3f,cfos
8800,"Anteromedial visual area, layer 5",negative,3,BRAC5603.3f,cfos
8801,"Anteromedial visual area, layer 5",positive,1536,BRAC5603.3f,cfos
8802,"Anteromedial visual area, layer 6a",negative,9,BRAC5603.3f,cfos
8803,"Anteromedial visual area, layer 6a",positive,601,BRAC5603.3f,cfos
8804,"Anteromedial visual area, layer 6b",negative,1,BRAC5603.3f,cfos
8805,"Anteromedial visual area, layer 6b",positive,118,BRAC5603.3f,cfos
8806,Anteroventral nucleus of thalamus,negative,3,BRAC5603.3f,cfos
8807,Anteroventral nucleus of thalamus,positive,2481,BRAC5603.3f,cfos
8808,Anteroventral periventricular nucleus,negative,6,BRAC5603.3f,cfos
8809,Anteroventral periventricular nucleus,positive,732,BRAC5603.3f,cfos
8810,Anteroventral preoptic nucleus,negative,1,BRAC5603.3f,cfos
8811,Anteroventral preoptic nucleus,positive,300,BRAC5603.3f,cfos
8812,Arcuate hypothalamic nucleus,negative,149,BRAC5603.3f,cfos
8813,Arcuate hypothalamic nucleus,positive,1342,BRAC5603.3f,cfos
8814,"Basolateral amygdalar nucleus, anterior part",negative,35,BRAC5603.3f,cfos
8815,"Basolateral amygdalar nucleus, anterior part",positive,2413,BRAC5603.3f,cfos
8816,"Basolateral amygdalar nucleus, posterior part",negative,33,BRAC5603.3f,cfos
8817,"Basolateral amygdalar nucleus, posterior part",positive,1691,BRAC5603.3f,cfos
8818,"Basolateral amygdalar nucleus, ventral part",negative,13,BRAC5603.3f,cfos
8819,"Basolateral amygdalar nucleus, ventral part",positive,1164,BRAC5603.3f,cfos
8820,"Basomedial amygdalar nucleus, anterior part",negative,40,BRAC5603.3f,cfos
8821,"Basomedial amygdalar nucleus, anterior part",positive,3199,BRAC5603.3f,cfos
8822,"Basomedial amygdalar nucleus, posterior part",negative,61,BRAC5603.3f,cfos
8823,"Basomedial amygdalar nucleus, posterior part",positive,1989,BRAC5603.3f,cfos
8824,Bed nuclei of the stria terminalis,negative,128,BRAC5603.3f,cfos
8825,Bed nuclei of the stria terminalis,positive,5750,BRAC5603.3f,cfos
8826,Bed nucleus of the accessory olfactory tract,negative,13,BRAC5603.3f,cfos
8827,Bed nucleus of the accessory olfactory tract,positive,125,BRAC5603.3f,cfos
8828,Bed nucleus of the anterior commissure,negative,1,BRAC5603.3f,cfos
8829,Bed nucleus of the anterior commissure,positive,22,BRAC5603.3f,cfos
8830,Caudoputamen,negative,732,BRAC5603.3f,cfos
8831,Caudoputamen,positive,89395,BRAC5603.3f,cfos
8832,"Central amygdalar nucleus, capsular part",negative,26,BRAC5603.3f,cfos
8833,"Central amygdalar nucleus, capsular part",positive,778,BRAC5603.3f,cfos
8834,"Central amygdalar nucleus, lateral part",negative,4,BRAC5603.3f,cfos
8835,"Central amygdalar nucleus, lateral part",positive,802,BRAC5603.3f,cfos
8836,"Central amygdalar nucleus, medial part",negative,26,BRAC5603.3f,cfos
8837,"Central amygdalar nucleus, medial part",positive,2523,BRAC5603.3f,cfos
8838,Central lateral nucleus of the thalamus,negative,0,BRAC5603.3f,cfos
8839,Central lateral nucleus of the thalamus,positive,2156,BRAC5603.3f,cfos
8840,Central medial nucleus of the thalamus,negative,2,BRAC5603.3f,cfos
8841,Central medial nucleus of the thalamus,positive,1616,BRAC5603.3f,cfos
8842,Claustrum,negative,44,BRAC5603.3f,cfos
8843,Claustrum,positive,2156,BRAC5603.3f,cfos
8844,"Cortical amygdalar area, anterior part",negative,97,BRAC5603.3f,cfos
8845,"Cortical amygdalar area, anterior part",positive,4122,BRAC5603.3f,cfos
8846,"Cortical amygdalar area, posterior part, lateral zone",negative,52,BRAC5603.3f,cfos
8847,"Cortical amygdalar area, posterior part, lateral zone",positive,3234,BRAC5603.3f,cfos
8848,"Cortical amygdalar area, posterior part, medial zone",negative,8,BRAC5603.3f,cfos
8849,"Cortical amygdalar area, posterior part, medial zone",positive,4002,BRAC5603.3f,cfos
8850,Cortical subplate,negative,10,BRAC5603.3f,cfos
8851,Cortical subplate,positive,1179,BRAC5603.3f,cfos
8852,"Dentate gyrus, granule cell layer",negative,19,BRAC5603.3f,cfos
8853,"Dentate gyrus, granule cell layer",positive,2362,BRAC5603.3f,cfos
8854,"Dentate gyrus, molecular layer",negative,68,BRAC5603.3f,cfos
8855,"Dentate gyrus, molecular layer",positive,4763,BRAC5603.3f,cfos
8856,"Dentate gyrus, polymorph layer",negative,8,BRAC5603.3f,cfos
8857,"Dentate gyrus, polymorph layer",positive,987,BRAC5603.3f,cfos
8858,Diagonal band nucleus,negative,27,BRAC5603.3f,cfos
8859,Diagonal band nucleus,positive,3182,BRAC5603.3f,cfos
8860,"Dorsal auditory area, layer 1",negative,26,BRAC5603.3f,cfos
8861,"Dorsal auditory area, layer 1",positive,464,BRAC5603.3f,cfos
8862,"Dorsal auditory area, layer 2/3",negative,30,BRAC5603.3f,cfos
8863,"Dorsal auditory area, layer 2/3",positive,2552,BRAC5603.3f,cfos
8864,"Dorsal auditory area, layer 4",negative,38,BRAC5603.3f,cfos
8865,"Dorsal auditory area, layer 4",positive,1484,BRAC5603.3f,cfos
8866,"Dorsal auditory area, layer 5",negative,75,BRAC5603.3f,cfos
8867,"Dorsal auditory area, layer 5",positive,2252,BRAC5603.3f,cfos
8868,"Dorsal auditory area, layer 6a",negative,28,BRAC5603.3f,cfos
8869,"Dorsal auditory area, layer 6a",positive,1039,BRAC5603.3f,cfos
8870,"Dorsal auditory area, layer 6b",negative,2,BRAC5603.3f,cfos
8871,"Dorsal auditory area, layer 6b",positive,89,BRAC5603.3f,cfos
8872,"Dorsal part of the lateral geniculate complex, core",negative,9,BRAC5603.3f,cfos
8873,"Dorsal part of the lateral geniculate complex, core",positive,1575,BRAC5603.3f,cfos
8874,"Dorsal part of the lateral geniculate complex, ipsilateral zone",negative,4,BRAC5603.3f,cfos
8875,"Dorsal part of the lateral geniculate complex, ipsilateral zone",positive,282,BRAC5603.3f,cfos
8876,"Dorsal part of the lateral geniculate complex, shell",negative,3,BRAC5603.3f,cfos
8877,"Dorsal part of the lateral geniculate complex, shell",positive,406,BRAC5603.3f,cfos
8878,Dorsal premammillary nucleus,negative,0,BRAC5603.3f,cfos
8879,Dorsal premammillary nucleus,positive,657,BRAC5603.3f,cfos
8880,Dorsomedial nucleus of the hypothalamus,negative,7,BRAC5603.3f,cfos
8881,Dorsomedial nucleus of the hypothalamus,positive,3140,BRAC5603.3f,cfos
8882,Ectorhinal area/Layer 1,negative,8,BRAC5603.3f,cfos
8883,Ectorhinal area/Layer 1,positive,471,BRAC5603.3f,cfos
8884,Ectorhinal area/Layer 2/3,negative,22,BRAC5603.3f,cfos
8885,Ectorhinal area/Layer 2/3,positive,1734,BRAC5603.3f,cfos
8886,Ectorhinal area/Layer 5,negative,27,BRAC5603.3f,cfos
8887,Ectorhinal area/Layer 5,positive,1701,BRAC5603.3f,cfos
8888,Ectorhinal area/Layer 6a,negative,42,BRAC5603.3f,cfos
8889,Ectorhinal area/Layer 6a,positive,939,BRAC5603.3f,cfos
8890,Ectorhinal area/Layer 6b,negative,3,BRAC5603.3f,cfos
8891,Ectorhinal area/Layer 6b,positive,65,BRAC5603.3f,cfos
8892,Edinger-Westphal nucleus,negative,0,BRAC5603.3f,cfos
8893,Edinger-Westphal nucleus,positive,20,BRAC5603.3f,cfos
8894,"Endopiriform nucleus, dorsal part",negative,121,BRAC5603.3f,cfos
8895,"Endopiriform nucleus, dorsal part",positive,5835,BRAC5603.3f,cfos
8896,"Endopiriform nucleus, ventral part",negative,49,BRAC5603.3f,cfos
8897,"Endopiriform nucleus, ventral part",positive,2359,BRAC5603.3f,cfos
8898,"Entorhinal area, lateral part, layer 1",negative,6,BRAC5603.3f,cfos
8899,"Entorhinal area, lateral part, layer 1",positive,837,BRAC5603.3f,cfos
8900,"Entorhinal area, lateral part, layer 2",negative,4,BRAC5603.3f,cfos
8901,"Entorhinal area, lateral part, layer 2",positive,1780,BRAC5603.3f,cfos
8902,"Entorhinal area, lateral part, layer 3",negative,4,BRAC5603.3f,cfos
8903,"Entorhinal area, lateral part, layer 3",positive,1197,BRAC5603.3f,cfos
8904,"Entorhinal area, lateral part, layer 5",negative,13,BRAC5603.3f,cfos
8905,"Entorhinal area, lateral part, layer 5",positive,841,BRAC5603.3f,cfos
8906,"Entorhinal area, lateral part, layer 6a",negative,3,BRAC5603.3f,cfos
8907,"Entorhinal area, lateral part, layer 6a",positive,357,BRAC5603.3f,cfos
8908,Ethmoid nucleus of the thalamus,negative,1,BRAC5603.3f,cfos
8909,Ethmoid nucleus of the thalamus,positive,904,BRAC5603.3f,cfos
8910,Fasciola cinerea,negative,1,BRAC5603.3f,cfos
8911,Fasciola cinerea,positive,163,BRAC5603.3f,cfos
8912,Field CA1,negative,57,BRAC5603.3f,cfos
8913,Field CA1,positive,15697,BRAC5603.3f,cfos
8914,Field CA2,negative,3,BRAC5603.3f,cfos
8915,Field CA2,positive,789,BRAC5603.3f,cfos
8916,Field CA3,negative,43,BRAC5603.3f,cfos
8917,Field CA3,positive,9738,BRAC5603.3f,cfos
8918,Fields of Forel,negative,2,BRAC5603.3f,cfos
8919,Fields of Forel,positive,1136,BRAC5603.3f,cfos
8920,Fundus of striatum,negative,8,BRAC5603.3f,cfos
8921,Fundus of striatum,positive,1824,BRAC5603.3f,cfos
8922,"Globus pallidus, external segment",negative,5,BRAC5603.3f,cfos
8923,"Globus pallidus, external segment",positive,3581,BRAC5603.3f,cfos
8924,"Globus pallidus, internal segment",negative,4,BRAC5603.3f,cfos
8925,"Globus pallidus, internal segment",positive,793,BRAC5603.3f,cfos
8926,"Gustatory areas, layer 1",negative,16,BRAC5603.3f,cfos
8927,"Gustatory areas, layer 1",positive,417,BRAC5603.3f,cfos
8928,"Gustatory areas, layer 2/3",negative,5,BRAC5603.3f,cfos
8929,"Gustatory areas, layer 2/3",positive,2152,BRAC5603.3f,cfos
8930,"Gustatory areas, layer 4",negative,1,BRAC5603.3f,cfos
8931,"Gustatory areas, layer 4",positive,890,BRAC5603.3f,cfos
8932,"Gustatory areas, layer 5",negative,17,BRAC5603.3f,cfos
8933,"Gustatory areas, layer 5",positive,2422,BRAC5603.3f,cfos
8934,"Gustatory areas, layer 6a",negative,60,BRAC5603.3f,cfos
8935,"Gustatory areas, layer 6a",positive,1903,BRAC5603.3f,cfos
8936,"Gustatory areas, layer 6b",negative,5,BRAC5603.3f,cfos
8937,"Gustatory areas, layer 6b",positive,113,BRAC5603.3f,cfos
8938,Hippocampal formation,negative,5,BRAC5603.3f,cfos
8939,Hippocampal formation,positive,365,BRAC5603.3f,cfos
8940,Hippocampo-amygdalar transition area,negative,0,BRAC5603.3f,cfos
8941,Hippocampo-amygdalar transition area,positive,122,BRAC5603.3f,cfos
8942,Hypothalamus,negative,266,BRAC5603.3f,cfos
8943,Hypothalamus,positive,11384,BRAC5603.3f,cfos
8944,Induseum griseum,negative,9,BRAC5603.3f,cfos
8945,Induseum griseum,positive,296,BRAC5603.3f,cfos
8946,Interanterodorsal nucleus of the thalamus,negative,0,BRAC5603.3f,cfos
8947,Interanterodorsal nucleus of the thalamus,positive,765,BRAC5603.3f,cfos
8948,Interanteromedial nucleus of the thalamus,negative,0,BRAC5603.3f,cfos
8949,Interanteromedial nucleus of the thalamus,positive,358,BRAC5603.3f,cfos
8950,Intercalated amygdalar nucleus,negative,7,BRAC5603.3f,cfos
8951,Intercalated amygdalar nucleus,positive,873,BRAC5603.3f,cfos
8952,Interfascicular nucleus raphe,negative,0,BRAC5603.3f,cfos
8953,Interfascicular nucleus raphe,positive,121,BRAC5603.3f,cfos
8954,Intergeniculate leaflet of the lateral geniculate complex,negative,0,BRAC5603.3f,cfos
8955,Intergeniculate leaflet of the lateral geniculate complex,positive,198,BRAC5603.3f,cfos
8956,Intermediate geniculate nucleus,negative,1,BRAC5603.3f,cfos
8957,Intermediate geniculate nucleus,positive,50,BRAC5603.3f,cfos
8958,Intermediodorsal nucleus of the thalamus,negative,3,BRAC5603.3f,cfos
8959,Intermediodorsal nucleus of the thalamus,positive,1155,BRAC5603.3f,cfos
8960,"Interpeduncular nucleus, rostral",negative,0,BRAC5603.3f,cfos
8961,"Interpeduncular nucleus, rostral",positive,38,BRAC5603.3f,cfos
8962,"Interpeduncular nucleus, rostrolateral",negative,0,BRAC5603.3f,cfos
8963,"Interpeduncular nucleus, rostrolateral",positive,5,BRAC5603.3f,cfos
8964,Interstitial nucleus of Cajal,negative,0,BRAC5603.3f,cfos
8965,Interstitial nucleus of Cajal,positive,140,BRAC5603.3f,cfos
8966,Lateral amygdalar nucleus,negative,56,BRAC5603.3f,cfos
8967,Lateral amygdalar nucleus,positive,1441,BRAC5603.3f,cfos
8968,Lateral dorsal nucleus of thalamus,negative,5,BRAC5603.3f,cfos
8969,Lateral dorsal nucleus of thalamus,positive,3697,BRAC5603.3f,cfos
8970,Lateral habenula,negative,3,BRAC5603.3f,cfos
8971,Lateral habenula,positive,1984,BRAC5603.3f,cfos
8972,Lateral hypothalamic area,negative,34,BRAC5603.3f,cfos
8973,Lateral hypothalamic area,positive,7550,BRAC5603.3f,cfos
8974,Lateral mammillary nucleus,negative,3,BRAC5603.3f,cfos
8975,Lateral mammillary nucleus,positive,356,BRAC5603.3f,cfos
8976,Lateral posterior nucleus of the thalamus,negative,14,BRAC5603.3f,cfos
8977,Lateral posterior nucleus of the thalamus,positive,3890,BRAC5603.3f,cfos
8978,Lateral preoptic area,negative,23,BRAC5603.3f,cfos
8979,Lateral preoptic area,positive,1967,BRAC5603.3f,cfos
8980,"Lateral septal nucleus, caudal (caudodorsal) part",negative,92,BRAC5603.3f,cfos
8981,"Lateral septal nucleus, caudal (caudodorsal) part",positive,563,BRAC5603.3f,cfos
8982,"Lateral septal nucleus, rostral (rostroventral) part",negative,423,BRAC5603.3f,cfos
8983,"Lateral septal nucleus, rostral (rostroventral) part",positive,6936,BRAC5603.3f,cfos
8984,"Lateral septal nucleus, ventral part",negative,105,BRAC5603.3f,cfos
8985,"Lateral septal nucleus, ventral part",positive,3917,BRAC5603.3f,cfos
8986,Lateral terminal nucleus of the accessory optic tract,negative,0,BRAC5603.3f,cfos
8987,Lateral terminal nucleus of the accessory optic tract,positive,21,BRAC5603.3f,cfos
8988,"Lateral visual area, layer 1",negative,0,BRAC5603.3f,cfos
8989,"Lateral visual area, layer 1",positive,11,BRAC5603.3f,cfos
8990,"Lateral visual area, layer 2/3",negative,0,BRAC5603.3f,cfos
8991,"Lateral visual area, layer 2/3",positive,103,BRAC5603.3f,cfos
8992,"Lateral visual area, layer 4",negative,0,BRAC5603.3f,cfos
8993,"Lateral visual area, layer 4",positive,116,BRAC5603.3f,cfos
8994,"Lateral visual area, layer 5",negative,0,BRAC5603.3f,cfos
8995,"Lateral visual area, layer 5",positive,216,BRAC5603.3f,cfos
8996,"Lateral visual area, layer 6a",negative,0,BRAC5603.3f,cfos
8997,"Lateral visual area, layer 6a",positive,79,BRAC5603.3f,cfos
8998,"Lateral visual area, layer 6b",negative,0,BRAC5603.3f,cfos
8999,"Lateral visual area, layer 6b",positive,21,BRAC5603.3f,cfos
9000,"Laterointermediate area, layer 5",negative,0,BRAC5603.3f,cfos
9001,"Laterointermediate area, layer 5",positive,58,BRAC5603.3f,cfos
9002,"Laterointermediate area, layer 6a",negative,0,BRAC5603.3f,cfos
9003,"Laterointermediate area, layer 6a",positive,53,BRAC5603.3f,cfos
9004,"Laterointermediate area, layer 6b",negative,0,BRAC5603.3f,cfos
9005,"Laterointermediate area, layer 6b",positive,11,BRAC5603.3f,cfos
9006,Magnocellular nucleus,negative,3,BRAC5603.3f,cfos
9007,Magnocellular nucleus,positive,1326,BRAC5603.3f,cfos
9008,Medial accesory oculomotor nucleus,negative,0,BRAC5603.3f,cfos
9009,Medial accesory oculomotor nucleus,positive,15,BRAC5603.3f,cfos
9010,Medial amygdalar nucleus,negative,179,BRAC5603.3f,cfos
9011,Medial amygdalar nucleus,positive,10233,BRAC5603.3f,cfos
9012,"Medial geniculate complex, dorsal part",negative,0,BRAC5603.3f,cfos
9013,"Medial geniculate complex, dorsal part",positive,77,BRAC5603.3f,cfos
9014,"Medial geniculate complex, medial part",negative,0,BRAC5603.3f,cfos
9015,"Medial geniculate complex, medial part",positive,413,BRAC5603.3f,cfos
9016,"Medial geniculate complex, ventral part",negative,0,BRAC5603.3f,cfos
9017,"Medial geniculate complex, ventral part",positive,207,BRAC5603.3f,cfos
9018,Medial habenula,negative,22,BRAC5603.3f,cfos
9019,Medial habenula,positive,1047,BRAC5603.3f,cfos
9020,"Medial mammillary nucleus, dorsal part",negative,0,BRAC5603.3f,cfos
9021,"Medial mammillary nucleus, dorsal part",positive,165,BRAC5603.3f,cfos
9022,"Medial mammillary nucleus, lateral part",negative,2,BRAC5603.3f,cfos
9023,"Medial mammillary nucleus, lateral part",positive,623,BRAC5603.3f,cfos
9024,"Medial mammillary nucleus, medial part",negative,1,BRAC5603.3f,cfos
9025,"Medial mammillary nucleus, medial part",positive,479,BRAC5603.3f,cfos
9026,"Medial mammillary nucleus, median part",negative,2,BRAC5603.3f,cfos
9027,"Medial mammillary nucleus, median part",positive,369,BRAC5603.3f,cfos
9028,"Medial mammillary nucleus, posterior part",negative,0,BRAC5603.3f,cfos
9029,"Medial mammillary nucleus, posterior part",positive,33,BRAC5603.3f,cfos
9030,Medial preoptic area,negative,15,BRAC5603.3f,cfos
9031,Medial preoptic area,positive,2247,BRAC5603.3f,cfos
9032,Medial preoptic nucleus,negative,62,BRAC5603.3f,cfos
9033,Medial preoptic nucleus,positive,2022,BRAC5603.3f,cfos
9034,Medial pretectal area,negative,0,BRAC5603.3f,cfos
9035,Medial pretectal area,positive,213,BRAC5603.3f,cfos
9036,Medial septal nucleus,negative,2,BRAC5603.3f,cfos
9037,Medial septal nucleus,positive,2363,BRAC5603.3f,cfos
9038,Medial terminal nucleus of the accessory optic tract,negative,0,BRAC5603.3f,cfos
9039,Medial terminal nucleus of the accessory optic tract,positive,75,BRAC5603.3f,cfos
9040,Median eminence,negative,9,BRAC5603.3f,cfos
9041,Median eminence,positive,72,BRAC5603.3f,cfos
9042,Median preoptic nucleus,negative,2,BRAC5603.3f,cfos
9043,Median preoptic nucleus,positive,172,BRAC5603.3f,cfos
9044,Mediodorsal nucleus of thalamus,negative,5,BRAC5603.3f,cfos
9045,Mediodorsal nucleus of thalamus,positive,7227,BRAC5603.3f,cfos
9046,Midbrain,negative,10,BRAC5603.3f,cfos
9047,Midbrain,positive,9933,BRAC5603.3f,cfos
9048,Midbrain reticular nucleus,negative,0,BRAC5603.3f,cfos
9049,Midbrain reticular nucleus,positive,2395,BRAC5603.3f,cfos
9050,Nucleus accumbens,negative,41,BRAC5603.3f,cfos
9051,Nucleus accumbens,positive,18906,BRAC5603.3f,cfos
9052,Nucleus of Darkschewitsch,negative,0,BRAC5603.3f,cfos
9053,Nucleus of Darkschewitsch,positive,200,BRAC5603.3f,cfos
9054,Nucleus of reuniens,negative,3,BRAC5603.3f,cfos
9055,Nucleus of reuniens,positive,3156,BRAC5603.3f,cfos
