,BrainRegion,Class,Num_cells,id,channel
5418,Lateral preoptic area,negative,24,BRAC5481.2e,cfos
5419,Lateral preoptic area,positive,1376,BRAC5481.2e,cfos
5420,"Lateral septal nucleus, caudal (caudodorsal) part",negative,154,BRAC5481.2e,cfos
5421,"Lateral septal nucleus, caudal (caudodorsal) part",positive,344,BRAC5481.2e,cfos
5422,"Lateral septal nucleus, rostral (rostroventral) part",negative,412,BRAC5481.2e,cfos
5423,"Lateral septal nucleus, rostral (rostroventral) part",positive,5608,BRAC5481.2e,cfos
5424,"Lateral septal nucleus, ventral part",negative,105,BRAC5481.2e,cfos
5425,"Lateral septal nucleus, ventral part",positive,3059,BRAC5481.2e,cfos
5426,Lateral terminal nucleus of the accessory optic tract,negative,0,BRAC5481.2e,cfos
5427,Lateral terminal nucleus of the accessory optic tract,positive,57,BRAC5481.2e,cfos
5428,"Lateral visual area, layer 1",negative,0,BRAC5481.2e,cfos
5429,"Lateral visual area, layer 1",positive,277,BRAC5481.2e,cfos
5430,"Lateral visual area, layer 2/3",negative,0,BRAC5481.2e,cfos
5431,"Lateral visual area, layer 2/3",positive,889,BRAC5481.2e,cfos
5432,"Lateral visual area, layer 4",negative,0,BRAC5481.2e,cfos
5433,"Lateral visual area, layer 4",positive,807,BRAC5481.2e,cfos
5434,"Lateral visual area, layer 5",negative,0,BRAC5481.2e,cfos
5435,"Lateral visual area, layer 5",positive,1092,BRAC5481.2e,cfos
5436,"Lateral visual area, layer 6a",negative,7,BRAC5481.2e,cfos
5437,"Lateral visual area, layer 6a",positive,574,BRAC5481.2e,cfos
5438,"Lateral visual area, layer 6b",negative,0,BRAC5481.2e,cfos
5439,"Lateral visual area, layer 6b",positive,125,BRAC5481.2e,cfos
5440,"Laterointermediate area, layer 1",negative,0,BRAC5481.2e,cfos
5441,"Laterointermediate area, layer 1",positive,91,BRAC5481.2e,cfos
5442,"Laterointermediate area, layer 2/3",negative,0,BRAC5481.2e,cfos
5443,"Laterointermediate area, layer 2/3",positive,242,BRAC5481.2e,cfos
5444,"Laterointermediate area, layer 4",negative,1,BRAC5481.2e,cfos
5445,"Laterointermediate area, layer 4",positive,204,BRAC5481.2e,cfos
5446,"Laterointermediate area, layer 5",negative,8,BRAC5481.2e,cfos
5447,"Laterointermediate area, layer 5",positive,365,BRAC5481.2e,cfos
5448,"Laterointermediate area, layer 6a",negative,1,BRAC5481.2e,cfos
5449,"Laterointermediate area, layer 6a",positive,210,BRAC5481.2e,cfos
5450,"Laterointermediate area, layer 6b",negative,0,BRAC5481.2e,cfos
5451,"Laterointermediate area, layer 6b",positive,50,BRAC5481.2e,cfos
5452,Magnocellular nucleus,negative,11,BRAC5481.2e,cfos
5453,Magnocellular nucleus,positive,1191,BRAC5481.2e,cfos
5454,Medial accesory oculomotor nucleus,negative,0,BRAC5481.2e,cfos
5455,Medial accesory oculomotor nucleus,positive,75,BRAC5481.2e,cfos
5456,Medial amygdalar nucleus,negative,607,BRAC5481.2e,cfos
5457,Medial amygdalar nucleus,positive,6853,BRAC5481.2e,cfos
5458,"Medial geniculate complex, dorsal part",negative,1,BRAC5481.2e,cfos
5459,"Medial geniculate complex, dorsal part",positive,326,BRAC5481.2e,cfos
5460,"Medial geniculate complex, medial part",negative,5,BRAC5481.2e,cfos
5461,"Medial geniculate complex, medial part",positive,703,BRAC5481.2e,cfos
5462,"Medial geniculate complex, ventral part",negative,6,BRAC5481.2e,cfos
5463,"Medial geniculate complex, ventral part",positive,607,BRAC5481.2e,cfos
5464,Medial habenula,negative,11,BRAC5481.2e,cfos
5465,Medial habenula,positive,1029,BRAC5481.2e,cfos
5466,"Medial mammillary nucleus, dorsal part",negative,2,BRAC5481.2e,cfos
5467,"Medial mammillary nucleus, dorsal part",positive,71,BRAC5481.2e,cfos
5468,"Medial mammillary nucleus, lateral part",negative,0,BRAC5481.2e,cfos
5469,"Medial mammillary nucleus, lateral part",positive,316,BRAC5481.2e,cfos
5470,"Medial mammillary nucleus, medial part",negative,0,BRAC5481.2e,cfos
5471,"Medial mammillary nucleus, medial part",positive,380,BRAC5481.2e,cfos
5472,"Medial mammillary nucleus, median part",negative,0,BRAC5481.2e,cfos
5473,"Medial mammillary nucleus, median part",positive,218,BRAC5481.2e,cfos
5474,Medial preoptic area,negative,39,BRAC5481.2e,cfos
5475,Medial preoptic area,positive,1970,BRAC5481.2e,cfos
5476,Medial preoptic nucleus,negative,206,BRAC5481.2e,cfos
5477,Medial preoptic nucleus,positive,2108,BRAC5481.2e,cfos
5478,Medial pretectal area,negative,0,BRAC5481.2e,cfos
5479,Medial pretectal area,positive,234,BRAC5481.2e,cfos
5480,Medial septal nucleus,negative,9,BRAC5481.2e,cfos
5481,Medial septal nucleus,positive,1439,BRAC5481.2e,cfos
5482,Medial terminal nucleus of the accessory optic tract,negative,0,BRAC5481.2e,cfos
5483,Medial terminal nucleus of the accessory optic tract,positive,77,BRAC5481.2e,cfos
5484,Median eminence,negative,43,BRAC5481.2e,cfos
5485,Median eminence,positive,45,BRAC5481.2e,cfos
5486,Median preoptic nucleus,negative,8,BRAC5481.2e,cfos
5487,Median preoptic nucleus,positive,113,BRAC5481.2e,cfos
5488,Mediodorsal nucleus of thalamus,negative,29,BRAC5481.2e,cfos
5489,Mediodorsal nucleus of thalamus,positive,6191,BRAC5481.2e,cfos
5490,Midbrain,negative,125,BRAC5481.2e,cfos
5491,Midbrain,positive,8490,BRAC5481.2e,cfos
5492,Midbrain reticular nucleus,negative,17,BRAC5481.2e,cfos
5493,Midbrain reticular nucleus,positive,4425,BRAC5481.2e,cfos
5494,Nucleus accumbens,negative,318,BRAC5481.2e,cfos
5495,Nucleus accumbens,positive,9800,BRAC5481.2e,cfos
5496,Nucleus of Darkschewitsch,negative,0,BRAC5481.2e,cfos
5497,Nucleus of Darkschewitsch,positive,301,BRAC5481.2e,cfos
5498,Nucleus of reuniens,negative,50,BRAC5481.2e,cfos
5499,Nucleus of reuniens,positive,2812,BRAC5481.2e,cfos
5500,"Nucleus of the lateral olfactory tract, layer 3",negative,6,BRAC5481.2e,cfos
5501,"Nucleus of the lateral olfactory tract, layer 3",positive,201,BRAC5481.2e,cfos
5502,"Nucleus of the lateral olfactory tract, molecular layer",negative,4,BRAC5481.2e,cfos
5503,"Nucleus of the lateral olfactory tract, molecular layer",positive,254,BRAC5481.2e,cfos
5504,"Nucleus of the lateral olfactory tract, pyramidal layer",negative,2,BRAC5481.2e,cfos
5505,"Nucleus of the lateral olfactory tract, pyramidal layer",positive,776,BRAC5481.2e,cfos
5506,Nucleus of the optic tract,negative,3,BRAC5481.2e,cfos
5507,Nucleus of the optic tract,positive,658,BRAC5481.2e,cfos
5508,Nucleus of the posterior commissure,negative,0,BRAC5481.2e,cfos
5509,Nucleus of the posterior commissure,positive,1099,BRAC5481.2e,cfos
5510,Olfactory areas,negative,172,BRAC5481.2e,cfos
5511,Olfactory areas,positive,1691,BRAC5481.2e,cfos
5512,Olfactory tubercle,negative,448,BRAC5481.2e,cfos
5513,Olfactory tubercle,positive,7926,BRAC5481.2e,cfos
5514,Olivary pretectal nucleus,negative,1,BRAC5481.2e,cfos
5515,Olivary pretectal nucleus,positive,277,BRAC5481.2e,cfos
5516,Pallidum,negative,88,BRAC5481.2e,cfos
5517,Pallidum,positive,2175,BRAC5481.2e,cfos
5518,Paracentral nucleus,negative,0,BRAC5481.2e,cfos
5519,Paracentral nucleus,positive,1352,BRAC5481.2e,cfos
5520,Parafascicular nucleus,negative,9,BRAC5481.2e,cfos
5521,Parafascicular nucleus,positive,1899,BRAC5481.2e,cfos
5522,Paranigral nucleus,negative,0,BRAC5481.2e,cfos
5523,Paranigral nucleus,positive,19,BRAC5481.2e,cfos
5524,Parastrial nucleus,negative,9,BRAC5481.2e,cfos
5525,Parastrial nucleus,positive,300,BRAC5481.2e,cfos
5526,Parasubthalamic nucleus,negative,11,BRAC5481.2e,cfos
5527,Parasubthalamic nucleus,positive,641,BRAC5481.2e,cfos
5528,Parataenial nucleus,negative,9,BRAC5481.2e,cfos
5529,Parataenial nucleus,positive,1129,BRAC5481.2e,cfos
5530,Paraventricular hypothalamic nucleus,negative,151,BRAC5481.2e,cfos
5531,Paraventricular hypothalamic nucleus,positive,861,BRAC5481.2e,cfos
5532,"Paraventricular hypothalamic nucleus, descending division",negative,6,BRAC5481.2e,cfos
5533,"Paraventricular hypothalamic nucleus, descending division",positive,438,BRAC5481.2e,cfos
5534,Paraventricular nucleus of the thalamus,negative,54,BRAC5481.2e,cfos
5535,Paraventricular nucleus of the thalamus,positive,2787,BRAC5481.2e,cfos
5536,Periaqueductal gray,negative,22,BRAC5481.2e,cfos
5537,Periaqueductal gray,positive,3205,BRAC5481.2e,cfos
5538,Perifornical nucleus,negative,31,BRAC5481.2e,cfos
5539,Perifornical nucleus,positive,454,BRAC5481.2e,cfos
5540,Peripeduncular nucleus,negative,7,BRAC5481.2e,cfos
5541,Peripeduncular nucleus,positive,146,BRAC5481.2e,cfos
5542,Perireunensis nucleus,negative,13,BRAC5481.2e,cfos
5543,Perireunensis nucleus,positive,701,BRAC5481.2e,cfos
5544,"Perirhinal area, layer 1",negative,39,BRAC5481.2e,cfos
5545,"Perirhinal area, layer 1",positive,461,BRAC5481.2e,cfos
5546,"Perirhinal area, layer 2/3",negative,103,BRAC5481.2e,cfos
5547,"Perirhinal area, layer 2/3",positive,1100,BRAC5481.2e,cfos
5548,"Perirhinal area, layer 5",negative,47,BRAC5481.2e,cfos
5549,"Perirhinal area, layer 5",positive,285,BRAC5481.2e,cfos
5550,"Perirhinal area, layer 6a",negative,10,BRAC5481.2e,cfos
5551,"Perirhinal area, layer 6a",positive,59,BRAC5481.2e,cfos
5552,"Perirhinal area, layer 6b",negative,0,BRAC5481.2e,cfos
5553,"Perirhinal area, layer 6b",positive,12,BRAC5481.2e,cfos
5554,"Periventricular hypothalamic nucleus, anterior part",negative,55,BRAC5481.2e,cfos
5555,"Periventricular hypothalamic nucleus, anterior part",positive,175,BRAC5481.2e,cfos
5556,"Periventricular hypothalamic nucleus, intermediate part",negative,83,BRAC5481.2e,cfos
5557,"Periventricular hypothalamic nucleus, intermediate part",positive,468,BRAC5481.2e,cfos
5558,"Periventricular hypothalamic nucleus, posterior part",negative,218,BRAC5481.2e,cfos
5559,"Periventricular hypothalamic nucleus, posterior part",positive,213,BRAC5481.2e,cfos
5560,"Periventricular hypothalamic nucleus, preoptic part",negative,203,BRAC5481.2e,cfos
5561,"Periventricular hypothalamic nucleus, preoptic part",positive,561,BRAC5481.2e,cfos
5562,Piriform area,negative,1876,BRAC5481.2e,cfos
5563,Piriform area,positive,33289,BRAC5481.2e,cfos
5564,Piriform-amygdalar area,negative,200,BRAC5481.2e,cfos
5565,Piriform-amygdalar area,positive,3108,BRAC5481.2e,cfos
5566,Posterior amygdalar nucleus,negative,144,BRAC5481.2e,cfos
5567,Posterior amygdalar nucleus,positive,2610,BRAC5481.2e,cfos
5568,"Posterior auditory area, layer 1",negative,1,BRAC5481.2e,cfos
5569,"Posterior auditory area, layer 1",positive,253,BRAC5481.2e,cfos
5570,"Posterior auditory area, layer 2/3",negative,0,BRAC5481.2e,cfos
5571,"Posterior auditory area, layer 2/3",positive,748,BRAC5481.2e,cfos
5572,"Posterior auditory area, layer 4",negative,0,BRAC5481.2e,cfos
5573,"Posterior auditory area, layer 4",positive,609,BRAC5481.2e,cfos
5574,"Posterior auditory area, layer 5",negative,21,BRAC5481.2e,cfos
5575,"Posterior auditory area, layer 5",positive,907,BRAC5481.2e,cfos
5576,"Posterior auditory area, layer 6a",negative,19,BRAC5481.2e,cfos
5577,"Posterior auditory area, layer 6a",positive,365,BRAC5481.2e,cfos
5578,"Posterior auditory area, layer 6b",negative,2,BRAC5481.2e,cfos
5579,"Posterior auditory area, layer 6b",positive,71,BRAC5481.2e,cfos
5580,Posterior complex of the thalamus,negative,16,BRAC5481.2e,cfos
5581,Posterior complex of the thalamus,positive,6969,BRAC5481.2e,cfos
5582,Posterior hypothalamic nucleus,negative,68,BRAC5481.2e,cfos
5583,Posterior hypothalamic nucleus,positive,3189,BRAC5481.2e,cfos
5584,Posterior intralaminar thalamic nucleus,negative,10,BRAC5481.2e,cfos
5585,Posterior intralaminar thalamic nucleus,positive,539,BRAC5481.2e,cfos
5586,Posterior limiting nucleus of the thalamus,negative,5,BRAC5481.2e,cfos
5587,Posterior limiting nucleus of the thalamus,positive,610,BRAC5481.2e,cfos
5588,Posterior pretectal nucleus,negative,0,BRAC5481.2e,cfos
5589,Posterior pretectal nucleus,positive,603,BRAC5481.2e,cfos
5590,Posterior triangular thalamic nucleus,negative,5,BRAC5481.2e,cfos
5591,Posterior triangular thalamic nucleus,positive,1008,BRAC5481.2e,cfos
5592,Posterodorsal preoptic nucleus,negative,2,BRAC5481.2e,cfos
5593,Posterodorsal preoptic nucleus,positive,60,BRAC5481.2e,cfos
5594,Postpiriform transition area,negative,310,BRAC5481.2e,cfos
5595,Postpiriform transition area,positive,1053,BRAC5481.2e,cfos
5596,Postsubiculum,negative,14,BRAC5481.2e,cfos
5597,Postsubiculum,positive,1055,BRAC5481.2e,cfos
5598,Precommissural nucleus,negative,37,BRAC5481.2e,cfos
5599,Precommissural nucleus,positive,675,BRAC5481.2e,cfos
5600,Preparasubthalamic nucleus,negative,0,BRAC5481.2e,cfos
5601,Preparasubthalamic nucleus,positive,58,BRAC5481.2e,cfos
5602,"Primary auditory area, layer 1",negative,2,BRAC5481.2e,cfos
5603,"Primary auditory area, layer 1",positive,965,BRAC5481.2e,cfos
5604,"Primary auditory area, layer 2/3",negative,0,BRAC5481.2e,cfos
5605,"Primary auditory area, layer 2/3",positive,2930,BRAC5481.2e,cfos
5606,"Primary auditory area, layer 4",negative,0,BRAC5481.2e,cfos
5607,"Primary auditory area, layer 4",positive,1975,BRAC5481.2e,cfos
5608,"Primary auditory area, layer 5",negative,27,BRAC5481.2e,cfos
5609,"Primary auditory area, layer 5",positive,3489,BRAC5481.2e,cfos
5610,"Primary auditory area, layer 6a",negative,66,BRAC5481.2e,cfos
5611,"Primary auditory area, layer 6a",positive,1310,BRAC5481.2e,cfos
5612,"Primary auditory area, layer 6b",negative,17,BRAC5481.2e,cfos
5613,"Primary auditory area, layer 6b",positive,165,BRAC5481.2e,cfos
5614,"Primary motor area, Layer 1",negative,28,BRAC5481.2e,cfos
5615,"Primary motor area, Layer 1",positive,804,BRAC5481.2e,cfos
5616,"Primary motor area, Layer 2/3",negative,38,BRAC5481.2e,cfos
5617,"Primary motor area, Layer 2/3",positive,5146,BRAC5481.2e,cfos
5618,"Primary motor area, Layer 5",negative,95,BRAC5481.2e,cfos
5619,"Primary motor area, Layer 5",positive,6941,BRAC5481.2e,cfos
5620,"Primary motor area, Layer 6a",negative,267,BRAC5481.2e,cfos
5621,"Primary motor area, Layer 6a",positive,5685,BRAC5481.2e,cfos
5622,"Primary motor area, Layer 6b",negative,38,BRAC5481.2e,cfos
5623,"Primary motor area, Layer 6b",positive,284,BRAC5481.2e,cfos
5624,"Primary somatosensory area, barrel field, layer 1",negative,6,BRAC5481.2e,cfos
5625,"Primary somatosensory area, barrel field, layer 1",positive,2076,BRAC5481.2e,cfos
5626,"Primary somatosensory area, barrel field, layer 2/3",negative,0,BRAC5481.2e,cfos
5627,"Primary somatosensory area, barrel field, layer 2/3",positive,5361,BRAC5481.2e,cfos
5628,"Primary somatosensory area, barrel field, layer 4",negative,3,BRAC5481.2e,cfos
5629,"Primary somatosensory area, barrel field, layer 4",positive,5660,BRAC5481.2e,cfos
5630,"Primary somatosensory area, barrel field, layer 5",negative,4,BRAC5481.2e,cfos
5631,"Primary somatosensory area, barrel field, layer 5",positive,5900,BRAC5481.2e,cfos
5632,"Primary somatosensory area, barrel field, layer 6a",negative,68,BRAC5481.2e,cfos
5633,"Primary somatosensory area, barrel field, layer 6a",positive,4015,BRAC5481.2e,cfos
5634,"Primary somatosensory area, barrel field, layer 6b",negative,19,BRAC5481.2e,cfos
5635,"Primary somatosensory area, barrel field, layer 6b",positive,281,BRAC5481.2e,cfos
5636,"Primary somatosensory area, lower limb, layer 1",negative,3,BRAC5481.2e,cfos
5637,"Primary somatosensory area, lower limb, layer 1",positive,710,BRAC5481.2e,cfos
5638,"Primary somatosensory area, lower limb, layer 2/3",negative,2,BRAC5481.2e,cfos
5639,"Primary somatosensory area, lower limb, layer 2/3",positive,2756,BRAC5481.2e,cfos
5640,"Primary somatosensory area, lower limb, layer 4",negative,2,BRAC5481.2e,cfos
5641,"Primary somatosensory area, lower limb, layer 4",positive,1213,BRAC5481.2e,cfos
5642,"Primary somatosensory area, lower limb, layer 5",negative,29,BRAC5481.2e,cfos
5643,"Primary somatosensory area, lower limb, layer 5",positive,2880,BRAC5481.2e,cfos
5644,"Primary somatosensory area, lower limb, layer 6a",negative,116,BRAC5481.2e,cfos
5645,"Primary somatosensory area, lower limb, layer 6a",positive,1017,BRAC5481.2e,cfos
5646,"Primary somatosensory area, lower limb, layer 6b",negative,7,BRAC5481.2e,cfos
5647,"Primary somatosensory area, lower limb, layer 6b",positive,105,BRAC5481.2e,cfos
5648,"Primary somatosensory area, mouth, layer 1",negative,35,BRAC5481.2e,cfos
5649,"Primary somatosensory area, mouth, layer 1",positive,1038,BRAC5481.2e,cfos
5650,"Primary somatosensory area, mouth, layer 2/3",negative,7,BRAC5481.2e,cfos
5651,"Primary somatosensory area, mouth, layer 2/3",positive,3001,BRAC5481.2e,cfos
5652,"Primary somatosensory area, mouth, layer 4",negative,4,BRAC5481.2e,cfos
5653,"Primary somatosensory area, mouth, layer 4",positive,2923,BRAC5481.2e,cfos
5654,"Primary somatosensory area, mouth, layer 5",negative,7,BRAC5481.2e,cfos
5655,"Primary somatosensory area, mouth, layer 5",positive,4778,BRAC5481.2e,cfos
5656,"Primary somatosensory area, mouth, layer 6a",negative,117,BRAC5481.2e,cfos
5657,"Primary somatosensory area, mouth, layer 6a",positive,4948,BRAC5481.2e,cfos
5658,"Primary somatosensory area, mouth, layer 6b",negative,20,BRAC5481.2e,cfos
5659,"Primary somatosensory area, mouth, layer 6b",positive,189,BRAC5481.2e,cfos
5660,"Primary somatosensory area, nose, layer 1",negative,13,BRAC5481.2e,cfos
5661,"Primary somatosensory area, nose, layer 1",positive,999,BRAC5481.2e,cfos
5662,"Primary somatosensory area, nose, layer 2/3",negative,0,BRAC5481.2e,cfos
5663,"Primary somatosensory area, nose, layer 2/3",positive,1956,BRAC5481.2e,cfos
5664,"Primary somatosensory area, nose, layer 4",negative,2,BRAC5481.2e,cfos
5665,"Primary somatosensory area, nose, layer 4",positive,2055,BRAC5481.2e,cfos
5666,"Primary somatosensory area, nose, layer 5",negative,5,BRAC5481.2e,cfos
5667,"Primary somatosensory area, nose, layer 5",positive,2619,BRAC5481.2e,cfos
5668,"Primary somatosensory area, nose, layer 6a",negative,21,BRAC5481.2e,cfos
5669,"Primary somatosensory area, nose, layer 6a",positive,2232,BRAC5481.2e,cfos
5670,"Primary somatosensory area, nose, layer 6b",negative,6,BRAC5481.2e,cfos
5671,"Primary somatosensory area, nose, layer 6b",positive,95,BRAC5481.2e,cfos
5672,"Primary somatosensory area, trunk, layer 1",negative,0,BRAC5481.2e,cfos
5673,"Primary somatosensory area, trunk, layer 1",positive,489,BRAC5481.2e,cfos
5674,"Primary somatosensory area, trunk, layer 2/3",negative,6,BRAC5481.2e,cfos
5675,"Primary somatosensory area, trunk, layer 2/3",positive,1419,BRAC5481.2e,cfos
5676,"Primary somatosensory area, trunk, layer 4",negative,3,BRAC5481.2e,cfos
5677,"Primary somatosensory area, trunk, layer 4",positive,548,BRAC5481.2e,cfos
5678,"Primary somatosensory area, trunk, layer 5",negative,11,BRAC5481.2e,cfos
5679,"Primary somatosensory area, trunk, layer 5",positive,1802,BRAC5481.2e,cfos
5680,"Primary somatosensory area, trunk, layer 6a",negative,10,BRAC5481.2e,cfos
5681,"Primary somatosensory area, trunk, layer 6a",positive,669,BRAC5481.2e,cfos
5682,"Primary somatosensory area, trunk, layer 6b",negative,0,BRAC5481.2e,cfos
5683,"Primary somatosensory area, trunk, layer 6b",positive,94,BRAC5481.2e,cfos
5684,"Primary somatosensory area, unassigned, layer 1",negative,6,BRAC5481.2e,cfos
5685,"Primary somatosensory area, unassigned, layer 1",positive,465,BRAC5481.2e,cfos
5686,"Primary somatosensory area, unassigned, layer 2/3",negative,3,BRAC5481.2e,cfos
5687,"Primary somatosensory area, unassigned, layer 2/3",positive,1039,BRAC5481.2e,cfos
5688,"Primary somatosensory area, unassigned, layer 4",negative,0,BRAC5481.2e,cfos
5689,"Primary somatosensory area, unassigned, layer 4",positive,730,BRAC5481.2e,cfos
5690,"Primary somatosensory area, unassigned, layer 5",negative,0,BRAC5481.2e,cfos
5691,"Primary somatosensory area, unassigned, layer 5",positive,1206,BRAC5481.2e,cfos
5692,"Primary somatosensory area, unassigned, layer 6a",negative,4,BRAC5481.2e,cfos
5693,"Primary somatosensory area, unassigned, layer 6a",positive,897,BRAC5481.2e,cfos
5694,"Primary somatosensory area, unassigned, layer 6b",negative,1,BRAC5481.2e,cfos
